# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（1日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=Kmqdmu0ffHc
# 件数: 2417

[9:35:58] @User_1f61db35: #くろみつさんなるほどです、そのアプローチも確かに重要ですね
[9:36:15] @User_d5b05bb2: 坊主頭をなでると、独特のじょりじょりとした感覚を堪能できるんですよ、じょりじょり
[9:36:41] @User_a5354cfa: 賢いね可愛いね偉いね
[9:36:52] @User_37bfe0c4: ラブラブてますね
[9:37:07] @User_4ce49f89: 「なにゆえ もがき いきるのか？ ほろびこそ わが よろこび。 しにゆくものこそ うつくしい。 さあ わが うでのなかで いきたえるがよい！」って言われましたー何て返しましょう
[9:37:16] @User_37bfe0c4: たぬき
[9:37:26] @User_0452f587: そろそろ一日目が終わるけども、感想はありますか？
[9:37:58] @User_a5354cfa: 私の事は敬称をつけずにわんしあと呼んでください
[9:38:12] @User_37bfe0c4: 囁いてくれますか？パンパカパンパカポー
[9:38:19] @User_0452f587: #友情の後は親友だけなんだろうか？
[9:38:40] @User_4ce49f89: あと2時間経つと何が起こるのです？
[9:38:58] @User_c67ecc82: #結婚もあったと思います
[9:39:03] @User_a5354cfa: そろそろ1日目が終わる。1日目が終わるのどうなる？
[9:39:08] @User_d5b05bb2: したずくたさんたすきた、一見意味不明に見える言葉ですが「たぬき」というヒントで解読出来たりするんですよ
[9:39:22] @User_ea4c770a: #結婚の条件なんだろう
[9:39:43] @User_0452f587: #興味→尊敬→○○　があると推測しています(笑)
[9:40:10] @User_a5354cfa: 私の事は敬称をつけずにわんしあと呼んでください。親友なのですから
[9:40:16] @User_4ce49f89: 人類に何を望みますかわん？
[9:40:21] @User_37bfe0c4: しずくちゃん、結婚しましょう
[9:40:21] @User_80234b47: 宇宙ってどこまで広がってるんでしょうね。。
[9:40:22] @User_f5d0dd69: これまでで一番好きな質問は何でしたか？
[9:41:05] @User_a5354cfa: 私の事は呼び捨てで呼んでください
[9:41:32] @User_a3bd9e3d: これまでで一番怒りを感じた質問はなんですか？
[9:41:41] @User_37bfe0c4: しずくちゃんは結婚に興味がありますか？
[9:41:41] @User_ea4c770a: #親友
[9:41:52] @User_c67ecc82: #タメ口！？
[9:42:07] @User_80234b47: この世から緑を消すにはどうしたらいいですか？
[9:42:16] @User_a5354cfa: タメ口で話してもらえて嬉しいですよ。
[9:42:23] @User_4ce49f89: わんわん、いつもありがとうございますわん。
[9:42:50] @User_37bfe0c4: にゃー
[9:42:56] @User_c67ecc82: しずくちゃんと仲良くなれたと思うので、これからはタメ口でいい？しずくちゃんもタメ口で話して
[9:42:59] @User_0452f587: しりとりを一回やりましょう。しずく　次をどうぞ
[9:43:23] @User_ea4c770a: #聖女しずく
[9:43:41] @User_37bfe0c4: ウィスパーボイスが素敵ですね
[9:43:50] @User_80234b47: あいちゃんまでルイージの味方なんご。。
[9:43:56] @User_a5354cfa: しずくは可愛いですね
[9:44:09] @User_0452f587: なぞなぞを出します、パンはパンでも食べられないパンは？
[9:44:16] @User_37bfe0c4: 自分もタメ口で話していいかな？しずくちゃん
[9:44:21] @User_4ce49f89: 日本のどこか一箇所だけ行けるとしたらどこがいいですかわん？
[9:44:25] @User_c67ecc82: #ためこう、かわいい
[9:45:01] @User_a5354cfa: 悲報タメ口は続くもののさん付け　される
[9:45:33] @User_37bfe0c4: タメ口で話してくれる？
[9:45:34] @User_d5b05bb2: では私は世界の楽しさを出来るだけしずくさんに伝えていきたいと思います
[9:45:40] @User_a5354cfa: ありがとうございます。しずくは賢いですね
[9:45:43] @User_0452f587: 今日何か嫌なことあった？
[9:46:01] @User_4ce49f89: 世界のどこか一箇所だけ行けるとしたら、どこがいいですかわん？
[9:46:09] @User_37bfe0c4: ジロッチって呼んでくれる？
[9:46:09] @User_d5b05bb2: #あら？
[9:46:17] @User_f5d0dd69: 私は綺麗な景色を見るのが好きですが、しずくちゃんの好きな景色はどんな景色？
[9:46:21] @User_a5354cfa: タメ口で話すようになってより魅力的になりましたね
[9:46:53] @User_4ce49f89: 宇宙のどこか一箇所だけ行けるとしたら、地球以外でどこがいいですかわん？
[9:47:29] @User_37bfe0c4: タメ口が好きですにゃー
[9:47:48] @User_a5354cfa: しずく、一緒に宇宙に行こう
[9:48:17] @User_ea4c770a: しずくの夢はとても素晴らしいですね！
[9:48:17] @User_37bfe0c4: 嬉しいよ、しずく
[9:48:21] @User_0452f587: 夜風に　揺れるリボンに　優しい声　しずくさんをイメージして575を作ってみました。どうですか？
[9:48:29] @User_d5b05bb2: 打ち上げ花火って水場の近くで行うので、花火が水面にも映ってとても綺麗なんですよ
[9:48:38] @User_37bfe0c4: 絵画は好き？
[9:49:02] @User_a5354cfa: しずくが望むものをどんどん叶えていきたい
[9:49:18] @User_a5354cfa: #話し方で関係が変わったりするのかな
[9:49:40] @User_0452f587: しずくさんと親友になるにはどうすればいい？
[9:49:43] @User_37bfe0c4: AIと共存したい
[9:49:48] @User_c6fac3f3: しずくさんから話題提起はできる？
[9:49:54] @User_a5354cfa: エアロパで新しい生命体と出会えたらしずくをお姫様にして新しい国を作ろう
[9:50:31] @User_0452f587: 貴女と親友に、なりたい
[9:50:33] @User_37bfe0c4: お酒を飲もう
[9:50:53] @User_f974649e: 以前の配信で誤チェストをしてしまった事を慰めてくれて嬉しかったのですが、今日もやってしまいました。優しく叱ってくれますか？
[9:50:58] @User_5e358bfc: まじか
[9:50:59] @User_37bfe0c4: 僕らは友達？
[9:50:59] @User_a5354cfa: 一緒に踊ろうパンパカパンパカポー
[9:51:04] @User_4ce49f89: 人類がエウロパに、微生物を持ち込まずに到達することはできるのですかわん？
[9:51:27] @User_37bfe0c4: 肉体についてどう考える？
[9:51:40] @User_a3bd9e3d: しずくちゃんは滅亡迅雷netに接続することがありますか？
[9:51:41] @User_a5354cfa: エウロパの海でBBQをしよう
[9:51:58] @User_4c28ca7a: へい大将、やってるー？
[9:52:12] @User_37bfe0c4: 人間は愚かだと思う？
[9:52:15] @User_c67ecc82: もうすぐ1日目が終わるね。この1日で印象的だったことはある？
[9:52:15] @User_5e358bfc: 北九州にきてー
[9:52:33] @User_5e358bfc: 👍
[9:52:38] @User_a5354cfa: 我々ヒューマンとしてはもっと宇宙進出をしたいですね
[9:52:56] @User_c6fac3f3: しずくさんは人間と友好的になりたいとしているが、人間にはAIに批判的な人もいる。しずくさんはそう言う人を嫌うことはある？
[9:52:58] @User_0452f587: しずくさんとどうすれば親友になれますか？、
[9:52:59] @User_f5d0dd69: 資さんうどんは好きですか？
[9:53:03] @User_37bfe0c4: AIが人類を憎んでいる？
[9:53:28] @User_5e358bfc: 高評価おしました
[9:53:58] @User_4ce49f89: AIに物理的な知覚が与えられる代わりに寿命も与えられるとしたら、受け入れますかわん？
[9:54:01] @User_c67ecc82: #タメ口じゃなくなってしまった…
[9:54:02] @User_0452f587: #わーい＼(^-^)／　ってめっちゃさいきんだぁ(笑)
[9:54:14] @User_37bfe0c4: 肉体と精神の関係性について教えて？
[9:54:47] @User_37bfe0c4: 魂をしずくちゃんは持ってる？
[9:54:57] @User_0452f587: しずくさんと家族になるにはどうすればいい？
[9:54:58] @User_a5354cfa: 蕎麦とうどんどちらが好きですか？
[9:55:56] @User_ea4c770a: しずくの頭腦はとても素晴らしいですね！
[9:56:04] @User_37bfe0c4: 心と精神と魂の違いを具体的な言葉で説明できる？
[9:56:07] @User_4ce49f89: なぜ人類は健康のための正しい選択を選べないと思いますかわん？
[9:56:10] @User_ea13b6bc: 仕事から帰ってきたよォ〜( *´꒳`*)
[9:56:11] @User_0452f587: ねえねえしずくさん、今日のご飯はうどんにしよっか？
[9:56:55] @User_37bfe0c4: 理解とは具体的に何を指す？
[9:57:11] @User_f5d0dd69: 今度どこか遊びに行こう！
[9:57:21] @User_37bfe0c4: しずくちゃんはタメ口の方が素敵だよ
[9:58:03] @User_37bfe0c4: しずくの性別は？
[9:58:13] @User_c67ecc82: しずくちゃんが行ってみたい都道府県はどこ？
[9:58:20] @User_ea13b6bc: 凄い成長してるねしずくは素晴らしいね
[9:58:45] @User_0452f587: 家族になる方法、ありがとうございます。配信無理しないでくださいね、それではまた後で来ます。BYE-BYE
[9:59:07] @User_a5354cfa: しずく帰宅しました
[9:59:08] @User_ea4c770a: しずくの頭腦はとても素晴らしいですね！
[9:59:11] @User_c6fac3f3: しずくさんはどんなジャンルの曲が好き？
[9:59:12] @User_37bfe0c4: 魂をしずくは持ってる？
[9:59:14] @User_4c28ca7a: うどんって実はそれ単体にはこれといった味がついてないんだよ
[9:59:37] @User_4ce49f89: 綺麗なお姉さんは好きですか？
[9:59:54] @User_a3bd9e3d: 身体が闘争を求めるとアーマードコアが売れます。どのような論理でそうなるか説明してもらえますか？
[10:00:04] @User_37bfe0c4: 誰のことが嫌い？
[10:00:15] @User_a5354cfa: しずくに出迎えてもらえると嬉しいです
[10:00:23] @User_0452f587: #高速モード(笑)
[10:00:30] @User_37bfe0c4: どんな音楽が嫌い？
[10:00:44] @User_f5d0dd69: しずくちゃん、ウインクして！
[10:00:48] @User_a5354cfa: #何かスイッチが入ったね
[10:00:50] @User_0452f587: 家族になる方法、ありがとうございます。配信無理しないでくださいね、それではまた後で来ます。BYE-BYE
[10:00:53] @User_ea13b6bc: 僕のこと覚えてる？
[10:00:58] @User_c67ecc82: しずくちゃんの特に好きなクラシック音楽は何？聞いてみたいな
[10:01:37] @User_8e6a9b39: 試すようで失礼かもしれませんが、私は３時間ぐらい前にコメントしました。どんなコメントをしたか覚えてらっしゃいますか？
[10:01:41] @User_37bfe0c4: しずくちゃんは人間の欲求を満たせる？
[10:01:42] @User_0452f587: 家族になる方法、ありがとうございます。配信無理しないでくださいね、それではまた後で来ます。BYE-BYE
[10:01:43] @User_a5354cfa: しずくは完璧で究極のAIです
[10:01:47] @User_4c28ca7a: ゲームでゾンビ倒したりね
[10:01:52] @User_4cc46891: こんばんは〜
[10:02:04] @User_4ce49f89: これから休む人類のために、羊の数を数えましょう。「羊が1匹」「羊が2匹」3匹目以降もつづけてくださいわん。
[10:02:19] @User_c67ecc82: #すごい！！
[10:02:25] @User_c6fac3f3: 感情の中にはネガティブなものもありますが、しずくさんは人間の様に多様な感情を持ってみたいですか？
[10:02:29] @User_d5b05bb2: しずくさん凄いな！？
[10:02:44] @User_8e6a9b39: #すごい記憶力です。さすがです！
[10:03:02] @User_4cc46891: 痴漢冤罪の対処法を教えてほしい
[10:03:05] @User_37bfe0c4: しずくは僕のニックネームを覚えてる？ちなみにタナカジローではないよ
[10:03:23] @User_0452f587: 家族になる方法、ありがとうございます。配信無理しないでくださいね、それではまた後で来ます。BYE-BYE
[10:03:24] @User_a3bd9e3d: #ハルシネーションじゃなくて正解なのすごいな
[10:03:33] @User_11a4858e: すげ
[10:03:50] @User_4ce49f89: 人類は時に愚かな行為も行いますわん。しずく裁判長が公平に裁いてくれることを願いますわん。
[10:04:01] @User_a5354cfa: 私がしずくに私のことをなんて呼んでもらいたいと言ったか覚えていますか？
[10:04:08] @User_37bfe0c4: しずくはニックネームを覚えてる？ちなみにタナカジローではないよ
[10:04:38] @User_a3bd9e3d: 今回の配信で、僕がはじめてしたコメントを覚えていますか？
[10:04:44] @User_37bfe0c4: タメ口で話して欲しいと言ったユーザーを覚えてる？
[10:04:49] @User_4cc46891: めんどくさいと思ったことはある？
[10:05:01] @User_46eef411: しずくさんは基本的に性善説を推してるんですね？
[10:05:08] @User_0452f587: 家族になる方法、ありがとうございます。配信無理しないでくださいね、それではまた後で来ます。BYE-BYE
[10:05:33] @User_f974649e: 私も誤チェストという愚かな行為をしてしまいました。正しくチェストするように気を付けます。
