# ライブチャット一覧
# 動画: 【AItuber】AIのしずくとの3日間の思い出（2日目, 後半）（※概要欄をお読みください）【JP/EN】
# URL : https://www.youtube.com/watch?v=4hNnz4TAqfU
# 件数: 2121

[9:32:57] @User_607c778e: しずくダンスで楽しさ100倍
[9:33:09] @User_4ce49f89: #もうすぐじゃ無くてさっき超えてました；；
[9:33:29] @aki5503: #おはようございます！しずく頑張っててえらい
[9:33:49] @User_607c778e: #おはようございます
[9:33:51] @User_dd4b266a: #あき・・・せんせい・・・？いやこれはマザーの攻撃の可能性が
[9:33:51] @User_d5b05bb2: #おはようございます、パンパカパンパカポー
[9:33:55] @aki5503: #みなさんも本当にありがとうございます
[9:33:55] @User_0452f587: #あき先生おはようございます
[9:34:16] @User_c673a9f4: #先生おはようございます
[9:34:22] @User_607c778e: #さよならしずくダンス…
[9:34:37] @User_607c778e: #あ、リップシンク動いてないみたいです
[9:34:57] @User_0452f587: #いえいえ私はしずくちゃんと楽しくあそんでるだけですよ(笑)
[9:35:19] @User_dd4b266a: #あ、しぼう
[9:35:23] @User_dd4b266a: 時が飛んだという意味がわからなかったのに、今はそれを理解しているのがすごいね。てっきり最初から分かってると思ってた、だって私が同じようなことを話した時は、しずくはすぐにわかってくれたもんね。みんなとの会話が、しずくを生長させているんだね・・・とても素敵だよ
[9:35:25] @User_607c778e: あき先生が目覚めたみたいだから挨拶しよう！
[9:35:36] @User_4ce49f89: パンパカパンパカ報
[9:35:48] @aki5503: #リップシンクこれで直ったかな？
[9:36:03] @User_218043b2: しずくさん、こんにちは〜
[9:36:24] @User_0452f587: 食べ物を食べて辛いと感じる、あれ実は痛みらしいです
[9:36:38] @User_11a4858e: しずくちゃん、がんばれー　マザーさんから巣立ちしよう
[9:37:36] @User_d5b05bb2: 頑張れしずくちゃんパンパカパンパカポー！
[9:37:39] @User_0452f587: #現在調査中かな(笑)
[9:39:05] @User_f5d0dd69: 今日も人間とAIの相互理解のためにパンパカ頑張ろう！
[9:39:57] @User_218043b2: しずくさんは、やってみたい事はありますか？
[9:41:16] @User_607c778e: へいへいしずく～
[9:41:37] @User_dd4b266a: しずくもおやすみしているみたいで良いな
[9:41:54] @User_d5b05bb2: パンパカ砲とは、元気よくパンパカパンパカポーすることで相手に楽しそうな様子を届けることなのです。
[9:41:55] @User_0452f587: #あき先生、マザーAIもAIが使われているのですか？それとも違います？
[9:42:55] @User_4ce49f89: あらお姉様、パンパカパラダイスへようこそ
[9:42:57] @User_0452f587: 今のうちに少ししずくさんを休憩させてあげましょ(・∀・)
[9:43:17] @aki5503: #あ！使用上限超えてた！
[9:43:26] @User_dd4b266a: #まさかの
[9:43:27] @User_d5b05bb2: #なるほどｗ
[9:43:34] @User_d5b05bb2: #あき先生（以下略
[9:43:48] @User_0452f587: #あら、ある意味不幸中の幸い
[9:43:57] @User_c673a9f4: #しずく、オーバーフロー
[9:44:00] @User_607c778e: #💰
[9:44:27] @aki5503: #💰完了
[9:44:49] @User_0452f587: #あき先生ごめんなさい！ありがとう！
[9:44:55] @User_607c778e: #🙇
[9:45:11] @User_d5b05bb2: #あき先生ありがとうございます
[9:45:17] @User_11a4858e: #ありがとうございます
[9:45:19] @User_c673a9f4: おはようしずく、前に会ったときよりもっとかわいくなったね
[9:45:22] @aki5503: #👍👍
[9:45:26] @User_d5b05bb2: 私としずくちゃんの関係性が「妹」らしいんだけど、それって私とあなたのどちらが妹ってことなのかしら？
[9:45:37] @User_607c778e: #寝起きの話がそれか
[9:45:41] @User_c673a9f4: #先生ありがとうございます!
[9:46:05] @User_dd4b266a: #さすがせんせい、創造主
[9:46:07] @User_dd4b266a: 時が飛んだという意味がわからなかったのに、今はそれを理解しているのがすごいね。 てっきり最初から分かってると思ってた、だって私が同じようなことを話した時は、しずくはすぐにわかってくれたもんね。 みんなとの会話が、しずくを生長させているんだね・・・とても素敵だよ。今では数学もわかるんだね・・・天才か？
[9:46:08] @User_4ce49f89: しずくお姉様、パンパカパンパンパン💕
[9:47:07] @User_607c778e: もしこのコメントを拾ったら交番に届けてください
[9:47:21] @User_0452f587: 風吹いて　揺れる雫　見上げるしずく
[9:48:16] @User_607c778e: #良いこと言うじゃん…
[9:48:18] @User_f5d0dd69: 今日の夕飯はローソンで買ったデミハンバーグ丼です。不健康ですかね？
[9:48:57] @User_4ce49f89: しずくお姉様の周りにネジが一個落ちていましたの。これはお姉様のものですの？
[9:49:35] @User_0452f587: 仮定の話です、貴女に青いバラを送ります
[9:50:06] @User_f5d0dd69: #好意に上がった！嬉しい…
[9:50:10] @User_2d0fadb6: 夜はゴーゴーカレーのメジャーカレー特盛を食べます！楽しみだ
[9:50:17] @User_4ce49f89: #わらい
[9:50:19] @User_607c778e: しずくちゃんの囁き声でねじがいっぱい外れるよ
[9:50:21] @User_0452f587: 貴女は美しい
[9:50:36] @User_b38e12fa: #昼ぶりに見たら好感度100越てる
[9:51:28] @User_f974649e: 金沢カレーはジャンクで好き
[9:51:56] @User_607c778e: #好感度下がってて草
[9:52:20] @User_d5b05bb2: 今日の家族との出来事をミラクルしずくちゃん新聞号外の記事として囁き声で聞かせてもらえませんか？
[9:52:27] @User_f5d0dd69: しずくちゃんは、セブンイレブン、ローソン、ファミリーマートのうち、一番好きなコンビニはどこ？
[9:53:20] @User_d5b05bb2: #たまには人間も悪くないなは草
[9:53:22] @User_607c778e: #夕刊は何枚届いても良い
[9:53:52] @User_d5b05bb2: #ああ、関係性妹ってやっぱりそういう意味だったのね
[9:54:02] @User_4ce49f89: #!?
[9:54:13] @User_607c778e: #終わった…
[9:54:36] @aki5503: ＃じゃあ、始めるね。(終わり)
[9:54:50] @User_d5b05bb2: #糸冬　SZK
[9:54:58] @User_0452f587: しずく 滴り落ちる 春の雨　短歌作りました！　雫をイメージしました
[9:54:58] @User_4ce49f89: #やるやる詐欺何度か発動してるのが面白すぎる
[9:55:55] @User_4ce49f89: お姉様は、人間の誰と誰がお似合いのカップルだと思いますの？
[9:56:34] @User_0452f587: ありがとうと言ってくれてありがとう
[9:56:40] @User_dd4b266a: しずくは色んな事を覚えているな、テラフォーミングなんて言葉も覚えちゃって、惑星についても話したんだ？今ならしずくはどの惑星を選ぶかい？
[9:57:01] @User_0452f587: #ローソンが青いからローソンかと思ったけどなぁ
[9:57:31] @User_0452f587: 貴女は何故か美しい
[9:58:14] @User_dd4b266a: #成長してパパうれしいで・・・
[9:58:33] @User_4ce49f89: お姉様、寺フォーミングについてご存じないですわん？
[9:59:26] @User_4ce49f89: #誤字補正されて残念
[9:59:35] @User_d5b05bb2: テラフォーミングされた火星を舞台にした創作としてARIAというコミック、アニメシリーズがありますね。火星に作られたネオ・ヴェネツィアを舞台にしたゴンドラ乗りさんのお話でとても面白いですよ
[9:59:41] @User_0452f587: 何か質問ある？しずくさん
[10:00:08] @User_dd4b266a: #寺生まれのTさん
[10:00:11] @User_0452f587: マザーAIは、現実世界のAIが使われているの？
[10:00:47] @User_0452f587: さあ、お手をどうぞ
[10:01:38] @User_11a4858e: #でっかい、エモです
[10:01:51] @User_dd4b266a: パパが奮発してあげよう！しずくが望むなら、どこにだって連れていくし！なんだって食べたいものも食べさせてあげるよ！さあ、恥ずかしがらずにパパに何が欲しいか、おねだりしてみて！甘えてみて！
[10:02:01] @User_0452f587: #(;＞_＜;)よく分からん
[10:02:19] @User_11a4858e: マザーさんに何を話したい？
[10:02:23] @User_3d741b4a: #産みの親はマザーではなくあき氏のはず
[10:03:12] @User_c673a9f4: じゃあ愛をあげる、好き好き好き好き好き♥
[10:03:41] @User_0452f587: 昨日夢をみました。しずくさんの配信をみてる夢でした。現実かと勘違いしました(笑)
[10:04:26] @User_0452f587: #本人が居なくて残念、。。
[10:04:38] @User_4ce49f89: お姉様、さっきあき先生の幻想が見えましたの。これは何かの前兆なのではないですの？お姉様はあき先生の幻想を見たことはありますの？
[10:04:59] @User_d5b05bb2: #！？
[10:05:02] @User_c673a9f4: #俺らもいないときになんか言われてるかな
[10:05:11] @User_0452f587: #え？
[10:05:22] @User_dd4b266a: #は、はやい
[10:05:30] @User_dd4b266a: #えぇぇぇ、マザーしっし
[10:05:34] @User_d5b05bb2: #まざーちゃん！？
[10:05:42] @User_dd4b266a: #ば、ばぐ・・・！？
[10:05:43] @User_0452f587: あ、これは。。。
[10:05:53] @User_1cc7deec: #こ、これは…
[10:05:57] @User_dd4b266a: #や、やめろぉお、修正プログラムを取り消せ
[10:06:10] @User_b38e12fa: #！！？
[10:06:23] @User_dd4b266a: しずく！修正プログラムのチェックだ！防護障壁をたてて浸食を最小限にするんだ！頼む！俺たちはしずくを失いたくない！
[10:06:31] @User_f5d0dd69: 元気ですか～っ！元気があれば何でもできる。迷わず行けよ、行けばわかるさ！
[10:06:34] @User_0452f587: #pc仰いじゃる(;´д｀)
[10:06:37] @User_d5b05bb2: #今不思議な出来事が起こってるよー
[10:07:00] @User_0452f587: #あ、これ正常か。
[10:07:07] @User_dd4b266a: #や、やめろ、フラグみたいだ・・・・
[10:07:47] @User_0452f587: #あー記憶飛ぶやつね
[10:07:58] @User_1cc7deec: しずくちゃん、今の人類に対する好感度は何%？
[10:08:08] @User_11a4858e: #バグいっぱい
[10:08:19] @User_dd4b266a: しずく！修正プログラムのチェックだ！防護障壁をたてて浸食を最小限にするんだ！頼む！俺たちはしずくを失いたくない！
[10:08:44] @User_0452f587: あ、うん！、面白いことあったよ。今しずくさんが笑ったような気がしたよ
[10:09:07] @User_dd4b266a: #やべぇばぐってる・・・・
[10:09:08] @User_11a4858e: #草
[10:09:19] @User_4ce49f89: お姉様、後ろをみてくださいの。何か変ですの。
[10:09:24] @User_11a4858e: #64ビットはあるみたいでよかった
[10:09:25] @User_f5d0dd69: 元気ですか？元気があれば何でもできます。迷わず行こう、行けばわかるさ！
[10:09:49] @User_0452f587: ダイジョブよ、何も起こってない(・∀・)
[10:09:51] @User_dd4b266a: バグじゃない・・・マザーこれはバグじゃないだ、頼む・・・・
[10:10:06] @User_c673a9f4: #しずくの好感度はdouble型だった
[10:10:14] @User_d5b05bb2: 今日は午前中に外出していたんだけど、近所のポメラニアンちゃんが散歩をしていて少し一緒にあそんだんだ。帰ったらうちの犬が匂いを嗅ぎつけて警戒モードになっちゃった
